id,SUBURB,BOX-CODE,STR-CODE,AREA
16818,SPRINGBOKPAN,2861,,-
16819,SPRINGBOKPARK,,7560,BRACKENFELL
16820,SPRINGDALE,,6020,PORT ELIZABETH
16821,SPRINGFIELD,2137,2190,JOHANNESBURG
16822,SPRINGFIELD,,4091,DURBAN
16823,SPRINGFIELD,,6070,PORT ELIZABETH
16824,SPRINGFIELD EXT 4,,2190,JOHANNESBURG
16825,SPRINGFIELD UIT 4,,2190,JOHANNESBURG
16826,SPRINGFIELD PARK,,4051,DURBAN NORTH
16827,SPRINGFONTEIN,9917,9917,-
16828,SPRINGS,1560,1559,SPRINGS
16829,SPRINGS EXT,,1559,SPRINGS
16830,SPRINGS UIT,,1559,SPRINGS
16831,SPRINGS EXT 2,,1559,SPRINGS
16832,SPRINGS UIT 2,,1559,SPRINGS
16833,SPRINGS EXT 3,,1559,SPRINGS
16834,SPRINGS UIT 3,,1559,SPRINGS
16835,SPRINGTOWN,,4091,DURBAN
16836,SPRINGVALE,,4051,DURBAN NORTH
16837,SPRUITVIEW,1425,1431,KATLEHONG
16838,SPRUITVIEW EXT 1,,1431,KATLEHONG
16839,SPRUITVIEW UIT 1,,1431,KATLEHONG
16840,SPRUITVIEW EXT 12,,1431,KATLEHONG
16841,SPRUITVIEW UIT 12,,1431,KATLEHONG
16842,SPRUITVIEW EXT 4,,1431,KATLEHONG
16843,SPRUITVIEW UIT 4,,1431,KATLEHONG
16844,SPRUITVIEW EXT 5,,1431,KATLEHONG
16845,SPRUITVIEW UIT 5,,1431,KATLEHONG
16846,SPRUITVIEW EXT 9,,1431,KATLEHONG
16847,SPRUITVIEW UIT 9,,1431,KATLEHONG
16848,SPRUITVIEW GARDENS,,1431,KATLEHONG
16849,SQUARE DEAL,9487,,MOTSETHABONG
16850,SQUARE HILL,,7945,RETREAT
16851,SQUARE HILL PARK,,8301,KIMBERLEY
16852,ST ALBANS,6385,,PORT ELIZABETH
16853,ST ANDREWS,,2007,JOHANNESBURG
16854,ST ANDREWS EXT 3,,2007,JOHANNESBURG
16855,ST ANDREWS UIT 3,,2007,JOHANNESBURG
16856,ST ANDREWS EXT 4,,2007,JOHANNESBURG
16857,ST ANDREWS UIT 4,,2007,JOHANNESBURG
16858,ST AUGISTINE,,7493,BELHAR
16859,ST AUGUSTINE,,7493,BELHAR
16860,ST AUGUSTINE'S,3006,,DUNDEE
16861,ST AUGUSTINES,3006,,DUNDEE
16862,ST CUTHBERT'S,5171,5171,TSOLO
16863,ST CUTHBERTS,5171,5171,TSOLO
16864,ST DUMA,,7580,KUILS RIVER
16865,ST DUMAS,,7580,KUILS RIVER
16866,ST FAITH'S,4642,,PORT SHEPSTONE
16867,ST FRANCIS BAY,6312,6312,ST FRANCIS BAY
16868,ST FRANCISBAAI,6312,6312,ST FRANCIS BAY
16869,ST GEORGE'S,,6211,
16870,ST GEORGES,,6001,PORT ELIZABETH
16871,ST HELENA,,6660,CALITZDORP
16872,ST HELENA,,9459,WELKOM
16873,ST HELENA BAY,7390,,VREDENBURG
16874,ST HELENABAAI,7390,,VREDENBURG
16875,ST HELIER,,3610,HILLCREST
16876,ST JAMES,4147,,MALVERN
16877,ST JAMES,7946,7945,MUIZENBERG
16878,ST KILDA,,7560,BRACKENFELL
16879,ST LUCIA,3936,,MTUBATUBA
16880,ST LUCIA ESTUARY,3936,,MTUBATUBA
16881,ST LUKES,5605,,BHISHO
16882,ST MARK'S,5328,,QUEENSTOWN
16883,ST MARKS,5328,,QUEENSTOWN
16884,ST MARY'S HOSPITAL,3835,,MELMOTH
16885,ST MATTHEWS,5680,,KEISKAMMAHOEK
16886,ST MICHAELS,,7560,BRACKENFELL
16887,ST MICHAELS ON SEA,4265,,SHELLY BEACH
16888,ST MONTAGU VILLAGE,,7945,LAVENDER HILL
16889,ST MONTAGUE VILLAGE,,7945,LAVENDER HILL
16890,ST WENDOLINS,3609,3609,PINETOWN
16891,ST WINIFRED'S,,4126,AMANZIMTOTI
16892,ST WINIFREDS,,4126,AMANZIMTOTI
16893,STAAL,1906,1911,VANDERBIJLPARK
16894,STAALRUS,,1911,VANDERBIJLPARK
16895,STAALVELD,1043,,WITBANK
16896,STAATSDORP,,1401,GERMISTON
16897,GOVERNMENT VILLAGE,,1401,GERMISTON
16898,STAATSDORP,,1939,VEREENIGING
16899,GOVERNMENT VILLAGE,,1939,VEREENIGING
16900,STAFFORD,,2197,JOHANNESBURG
16901,STAFFORD HILL,,9701,BETHLEHEM
16902,STAFFORD'S POST,4686,,-
16903,STAFFORDS HILL,,9701,BETHLEHEM
16904,STAFFORDS POST,4686,,-
16905,STAMFORD HILL,4025,4001,DURBAN
16906,STANDERTON,2430,2430,STANDERTON
16907,STANDERTON EXT 1,2430,2430,STANDERTON
16908,STANDERTON UIT 1,2430,2430,STANDERTON
16909,STANDERTON EXT 6,2430,2431,STANDERTON
16910,STANDERTON UIT 6,2430,2431,STANDERTON
16911,STANFIELD,3613,,PINETOWN
16912,STANFIELDHILL,2433,,STANDERTON
16913,STANFORD,7210,,HERMANUS
16914,STANGER,4450,4449,-
16915,STANGER HEIGHTS,,4449,STANGER
16916,STANGER MANOR,,4449,STANGER
16917,STANGER OPEN SPACE,,4449,STANGER
16918,STANMORE,,4068,PHOENIX
16919,STANZA VILLAGE,,122,MAMELODI
16920,STARHAMM,5050,,ENGCOBO
16921,STARKEVILLE,,4449,STANGER
16922,STARWOOD,,4068,PHOENIX
16923,STASOFT,2078,,JOHANNESBURG
16924,STATION HILL,,6170,PORT ALFRED
16925,STASIEHEUWEL,,6170,PORT ALFRED
16926,STATION PARK,,7750,GUGULETU
16927,STASIEPARK,,7750,GUGULETU
16928,STATION VIEW,,9783,SELOSESHA
16929,STAVENGER ROAD,4240,,PORT SHEPSTONE
16930,STEADVILLE,3370,3373,LADYSMITH
16931,STEEL PARK,,1939,VEREENIGING
16932,STEEL VALLEY,,1911,VANDERBIJLPARK
16933,STEELEDALE,,2197,JOHANNESBURG
16934,STEELPOORT,1133,1133,BURGERSFORT
16935,STEENBERG,7947,7945,RETREAT
16936,STEENBERG EST,7945,7945,STEENBERG
16937,STEENBERG LGD,7945,7945,STEENBERG
16938,STEENBERG ESTATE,7945,7945,STEENBERG
16939,STEENBERG LANDGOED,7945,7945,STEENBERG
16940,STEENBERG INDUSTRIA,,7945,STEENBERG
16941,STEENBOK,1347,,KWALUGEDLANE
16942,STEENBOKPAN,533,,ELLISRAS
16943,STEENVLIET,,6880,TOUWS RIVER
16944,STEILLOOP,617,,-
16945,STEILTES,1213,1201,NELSPRUIT
16946,STEILTES EXT,,1201,NELSPRUIT
16947,STEILTES UIT,,1201,NELSPRUIT
16948,STEILTES EXT 10,,1201,NELSPRUIT
16949,STEILTES UIT 10,,1201,NELSPRUIT
16950,STEINKOPF,8244,8244,STEINKOPF
16951,STELLA,8650,8650,STELLA
16952,STELLA LONDT PARK,,6045,PORT ELIZABETH
16953,STELLENBERG,,7550,DURBANVILLE
16954,STELLENBOSCH,7599,7600,STELLENBOSCH
16955,STELLENRIDGE,,7530,BELLVILLE
16956,STELLENRYK,,7550,DURBANVILLE
16957,STEPHANO PARK,,1911,VANDERBIJLPARK
16958,STEPMORE,3283,,-
16959,STERKFONTEIN,,1911,VANDERBIJLPARK
16960,STERKRIVIER,630,630,POTGIETERSRUS
16961,STERKSPRUIT,9762,9762,STERKSPRUIT
16962,STERKSTROOM,5425,5425,STERKSTROOM
16963,STERKSTROOM OLD TSP,,5425,STERKSTROOM
16964,STERKSTROOM OLD DGD,,5425,STERKSTROOM
16965,STERLING TIPSITE,5241,,NAHOON
16966,STERPARK,,699,POLOKWANE
16967,STERREWAG,,181,WATERKLOOF
16968,STEUNMEKAAR,,9392,-
16969,STEURHOF,,7800,PLUMSTEAD
16970,STEVE TSHWETE NU 10,,6211,
16971,STEWARDBY,,2740,LICHTENBURG
16972,STEYNPAN,9464,,-
16973,STEYNSBURG,5920,5920,STEYNSBURG
16974,STEYNSRUS,,7320,PIKETBERG
16975,STEYNSRUS,9515,9515,STEYNSRUS
16976,STEYNSRUST,,7130,SOMERSET WEST
16977,STEYNVILLE,,1739,KRUGERSDORP
16978,STEYNVILLE,,8750,HOPETOWN
16979,STEYTLER TSP,,6001,PORT ELIZABETH
16980,STEYTLER DGD,,6001,PORT ELIZABETH
16981,STEYTLERVILLE,6250,6250,STEYTLERVILLE
16982,STEYTLERVILLE TSP,6250,,STEYTLERVILLE
16983,STEYTLERVILLE DGD,6250,,STEYTLERVILLE
16984,STIKLAND,,7530,BELLVILLE
16985,STILFONTEIN,2550,2551,KLERKSDORP
16986,STILFONTEIN EAST,,2551,KLERKSDORP
16987,STILFONTEIN-OOS,,2551,KLERKSDORP
16988,STILFONTEIN EXT 8,2551,2551,KLERKSDORP
16989,STILFONTEIN UIT 8,2551,2551,KLERKSDORP
16990,STILL BAY,6674,6674,RIVERSDALE
16991,STILBAAI,6674,6674,RIVERSDALE
16992,STILL BAY HEIGHTS,,6674,STILL BAY
16993,STILBAAI HOOGTE,,6674,STILL BAY
16994,STILL BAY WEST,,6674,STILL BAY
16995,STILBAAI-WES,,6674,STILL BAY
16996,STILTE PARK,9430,9430,VIRGINIA
16997,STINKWATER,,407,HAMMANSKRAAL
16998,STINKWATER,,2745,MAFIKENG
16999,STIRLING,,5241,EAST LONDON
17000,STIRLING EXT,,5241,EAST LONDON
17001,STIRLING UIT,,5241,EAST LONDON
17002,STOCKS AND STOCKS,,9986,KOFFIEFONTEIN
17003,STOCKS AND STOCKS EXT 4,,9986,KOFFIEFONTEIN
17004,STOCKS AND STOCKS UIT 4,,9986,KOFFIEFONTEIN
17005,STOCKVILLE,3624,,PINETOWN
17006,STOCKVILLE VALLEY,,3610,
17007,STOFFBERG,1056,,MIDDELBURG
17008,STOFFELTON,3227,,IMPENDLE
17009,STOMPNEUS BAY,7382,,VREDENBURG
17010,STOMPNEUSBAAI,7382,,VREDENBURG
17011,STONE BRIDGE,,4068,PHOENIX
17012,STONEHENGE EXT 1,1200,1200,NELSPRUIT
17013,STONEHENGE UIT 1,1200,1200,NELSPRUIT
17014,STONEHENGE EXT 6,1200,1200,NELSPRUIT
17015,STONEHENGE UIT 6,1200,1200,NELSPRUIT
17016,STONEHILL EST,,7493,RAVENSMEAD
17017,STONEHILL LGD,,7493,RAVENSMEAD
17018,STONEHURST ESTATE,,7945,CONSTANTIA
17019,STONEHURST LANDGOED,,7945,CONSTANTIA
17020,STONES POST,5090,,MOUNT FRERE
17021,STONEY BROOK VILLAGE,,7100,EERSTE RIVER
17022,STONEYDRIFT,,5247,EAST LONDON
17023,STONYRIDGE,5100,,MTHATHA
17024,STOP 8,4310,4309,INANDA
17025,STORMBERG,5501,,-
17026,STORMMILL,,1709,FLORIDA
17027,STORMS RIVER,6308,,STORMS RIVER
17028,STORMSRIVIER,6308,,STORMS RIVER
17029,STORMSVLEI,7252,,RIVIERSONDEREND
17030,STORMVILLE,,1709,FLORIDA
17031,STRACHANVILLE,4820,,LUSIKISIKI
17032,STRAND,7139,7140,STRAND
17033,STRANDFONTEIN,7788,7798,MITCHELLS PLAIN
17034,STRANDFONTEIN VILLAGE,,7798,MITCHELL'S PLAIN
17035,STRANDFONTEIN DORP,,7798,MITCHELL'S PLAIN
17036,STRATFORD GREEN,,7100,EERSTE RIVER
17037,STRATFORD PARK,,7100,EERSTE RIVER
17038,STRATHAVON,2031,2196,SANDTON
17039,STRATHAVON EXT 1,2031,2196,STRATHAVON
17040,STRATHAVON UIT 1,2031,2196,STRATHAVON
17041,STRATHAVON EXT 10,2031,2196,STRATHAVON
17042,STRATHAVON UIT 10,2031,2196,STRATHAVON
17043,STRATHAVON EXT 11,2031,2196,STRATHAVON
17044,STRATHAVON UIT 11,2031,2196,STRATHAVON
17045,STRATHAVON EXT 12,,2196,STRATHAVON
17046,STRATHAVON UIT 12,,2196,STRATHAVON
17047,STRATHAVON EXT 13,2031,2196,STRATHAVON
17048,STRATHAVON UIT 13,2031,2196,STRATHAVON
17049,STRATHAVON EXT 14,2031,2196,STRATHAVON
17050,STRATHAVON UIT 14,2031,2196,STRATHAVON
17051,STRATHAVON EXT 15,,2196,STRATHAVON
17052,STRATHAVON UIT 15,,2196,STRATHAVON
17053,STRATHAVON EXT 17,2031,2196,STRATHAVON
17054,STRATHAVON UIT 17,2031,2196,STRATHAVON
17055,STRATHAVON EXT 18,2031,2196,STRATHAVON
17056,STRATHAVON UIT 18,2031,2196,STRATHAVON
17057,STRATHAVON EXT 2,2031,2196,STRATHAVON
17058,STRATHAVON UIT 2,2031,2196,STRATHAVON
17059,STRATHAVON EXT 22,2031,2196,STRATHAVON
17060,STRATHAVON UIT 22,2031,2196,STRATHAVON
17061,STRATHAVON EXT 23,2031,2196,STRATHAVON
17062,STRATHAVON UIT 23,2031,2196,STRATHAVON
17063,STRATHAVON EXT 25,2031,2196,STRATHAVON
17064,STRATHAVON UIT 25,2031,2196,STRATHAVON
17065,STRATHAVON EXT 28,2031,2196,STRATHAVON
17066,STRATHAVON UIT 28,2031,2196,STRATHAVON
17067,STRATHAVON EXT 29,2031,2196,STRATHAVON
17068,STRATHAVON UIT 29,2031,2196,STRATHAVON
17069,STRATHAVON EXT 3,2031,2196,STRATHAVON
17070,STRATHAVON UIT 3,2031,2196,STRATHAVON
17071,STRATHAVON EXT 38,2031,2196,STRATHAVON
17072,STRATHAVON UIT 38,2031,2196,STRATHAVON
17073,STRATHAVON EXT 4,2031,2196,STRATHAVON
17074,STRATHAVON UIT 4,2031,2196,STRATHAVON
17075,STRATHAVON EXT 5,2031,2196,STRATHAVON
17076,STRATHAVON UIT 5,2031,2196,STRATHAVON
17077,STRATHAVON EXT 6,2031,2196,STRATHAVON
17078,STRATHAVON UIT 6,2031,2196,STRATHAVON
17079,STRATHAVON EXT 7,,2196,STRATHAVON
17080,STRATHAVON UIT 7,,2196,STRATHAVON
17081,STRATHAVON EXT 8,2031,2196,STRATHAVON
17082,STRATHAVON UIT 8,2031,2196,STRATHAVON
17083,STRAUSSBURG,8816,,UPINGTON
17084,STREDFORD,1950,1841,ORANGE FARM
17085,STREKWATER,602,602,POTGIETERSRUS
17086,STRELFONTEIN,,1739,KRUGERSDORP
17087,STRELITZIA PARK,,6229,UITENHAGE
17088,STRETFORD,1805,1841,ORANGE FARM
17089,STRETFORD EXT 1 SECTION K,1981,1984,MAFATSANA
17090,STRETFORD UIT 1 SEKSIE K,1981,1984,MAFATSANA
17091,STRETFORD EXT 3,1805,1841,ORANGE FARM
17092,STRETFORD UIT 3,1805,1841,ORANGE FARM
17093,STRUANDALE,6000,6001,PORT ELIZABETH
17094,STRUBENS VALLEY,1735,1724,ROODEPOORT
17095,STRUBENSVALLEI,1735,1724,ROODEPOORT
17096,STRUBENS VALLEY EXT 1,1735,1724,ROODEPOORT
17097,STRUBENSVALLEI UIT 1,1735,1724,ROODEPOORT
17098,STRUBENS VALLEY EXT 22,1735,1724,ROODEPOORT
17099,STRUBENSVALLEI UIT 22,1735,1724,ROODEPOORT
17100,STRUBENS VALLEY EXT 25,1735,1724,ROODEPOORT
17101,STRUBENSVALLEI UIT 25,1735,1724,ROODEPOORT
17102,STRUBENS VALLEY EXT 3,1735,1724,ROODEPOORT
17103,STRUBENSVALLEI UIT 3,1735,1724,ROODEPOORT
17104,STRUBENS VALLEY EXT 4,1735,1724,ROODEPOORT
17105,STRUBENSVALLEI UIT 4,1735,1724,ROODEPOORT
17106,STRUBENVALE,1570,1559,SPRINGS
17107,STRUBENVALE EXT,,1559,SPRINGS
17108,STRUBENVALE UIT,,1559,SPRINGS
17109,STRUBENVALE EXT 1,,1559,SPRINGS
17110,STRUBENVALE UIT 1,,1559,SPRINGS
17111,STRUIS BAY,7285,7285,BREDASDORP
17112,STRUISBAAI,7285,7285,BREDASDORP
17113,STRUIS BAY NORTH,,7285,BREDASDORP
17114,STRUISBAAI-NOORD,,7285,BREDASDORP
17115,STRUISBULT,,1559,SPRINGS
17116,STRUISBULT EXT 1,,1559,SPRINGS
17117,STRUISBULT UIT 1,,1559,SPRINGS
17118,STRYDENBURG,8765,8765,STRYDENBURG
17119,STRYDMAG,455,,MARBLE HALL
17120,STRYDOMPARK,,2169,JOHANNESBURG
17121,STRYDOMPARK EXT,,2169,JOHANNESBURG
17122,STRYDOMPARK UIT,,2169,JOHANNESBURG
17123,STUART TSP,,6001,PORT ELIZABETH
17124,STUART DGD,,6001,PORT ELIZABETH
17125,STUART'S HILL,,7130,SOMERSET WEST
17126,STUDTIS,6451,,WILLOWMORE
17127,STUIRMANSPAN,9475,,MOTSETHABONG
17128,STUTTERHEIM,4930,4930,STUTTERHAIM
17129,SUGAR BUSH,4735,4735,MOUNT AYLIFF
17130,SUGARLOAF HILL,,6139,
17131,SUIDER STRAND,,7140,STRAND
17132,SUIDER-STRAND,,7140,STRAND
17133,SUIDERBERG,55,82,PRETORIA
17134,SUIDEROORD,,2091,JOHANNESBURG
17135,SUIDLOKASIE,,6270,ABERDEEN
17136,SUIDRAND,,9499,KROONSTAD
17137,SULENKAMA,5182,,QUMBU
17138,SUMATRA,1682,1682,JOHANNESBURG
17139,SUMMER GREENS,,7441,MILNERTON
17140,SUMMERFIELD,8483,,MOTHIBISTAT
17141,SUMMERFIELDS,4162,,DURBAN
17142,SUMMERPRIDE,,5247,EAST LONDON
17143,SUMMERSTRAND,6019,6001,PORT ELIZABETH
17144,SUMMERVILLE,6107,,ADDO
17145,SUMMERVILLE,,7570,KRAAIFONTEIN
17146,SUMMERWOOD,,6001,PORT ELIZABETH
17147,SUN BOULEVARD,,7798,STRANDFONTEIN
17148,SUN CITY,,7130,SOMERSET WEST
17149,SUN CITY,316,,RUSTENBURG
17150,SUN CITY,2351,2351,ERMELO
17151,SUN DUZWAYO,4105,,UMBUMBULU
17152,SUN VALLEY,7985,7975,FISH HOEK
17153,SUN VALLEY,,122,MAMELODI
17154,SUN VALLEY,,190,MABOPANE
17155,SUN VALLEY,,1684,MIDRAND
17156,SUNAIR PARK,1549,1541,MINNEBRON
17157,SUNBIRD PARK,,7580,KUILS RIVER
17158,SUNBURY,4458,,-
17159,SUNBURY EST,,7945,HEATHFIELD
17160,SUNBURY LGD,,7945,HEATHFIELD
17161,SUNBURY PARK,4019,,DURBAN NORTH
17162,SUNDAYS RIVER,6175,,COLCHESTER
17163,SUNDERLAND RIDGE,,157,CENTURION
17164,SUNDERLAND RIDGE INDUSTRIAL,,157,CENTURION
17165,SUNDIAL PARK,4406,4399,MAIDSTONE
17166,SUNDOWNER,2161,2188,JOHANNESBURG
17167,SUNDOWNER EXT 10,2161,2188,JOHANNESBURG
17168,SUNDOWNER UIT 10,2161,2188,JOHANNESBURG
17169,SUNDOWNER EXT 15,2161,2188,JOHANNESBURG
17170,SUNDOWNER UIT 15,2161,2188,JOHANNESBURG
17171,SUNDOWNER EXT 18,2161,2188,JOHANNESBURG
17172,SUNDOWNER UIT 18,2161,2188,JOHANNESBURG
17173,SUNDOWNER EXT 2,2161,2188,JOHANNESBURG
17174,SUNDOWNER UIT 2,2161,2188,JOHANNESBURG
17175,SUNDOWNER EXT 21,2161,2188,JOHANNESBURG
17176,SUNDOWNER UIT 21,2161,2188,JOHANNESBURG
17177,SUNDOWNER EXT 25,2161,2188,JOHANNESBURG
17178,SUNDOWNER UIT 25,2161,2188,JOHANNESBURG
17179,SUNDOWNER EXT 26,2161,2188,JOHANNESBURG
17180,SUNDOWNER UIT 26,2161,2188,JOHANNESBURG
17181,SUNDOWNER EXT 30,2161,2188,JOHANNESBURG
17182,SUNDOWNER UIT 30,2161,2188,JOHANNESBURG
17183,SUNDOWNER EXT 31,2161,2188,JOHANNESBURG
17184,SUNDOWNER UIT 31,2161,2188,JOHANNESBURG
17185,SUNDOWNER EXT 32,2161,2188,JOHANNESBURG
17186,SUNDOWNER UIT 32,2161,2188,JOHANNESBURG
17187,SUNDOWNER EXT 33,2161,2188,JOHANNESBURG
17188,SUNDOWNER UIT 33,2161,2188,JOHANNESBURG
17189,SUNDOWNER EXT 4,2161,2188,JOHANNESBURG
17190,SUNDOWNER UIT 4,2161,2188,JOHANNESBURG
17191,SUNDOWNER EXT 6,2161,2188,JOHANNESBURG
17192,SUNDOWNER UIT 6,2161,2188,JOHANNESBURG
17193,SUNDOWNER EXT 60,2161,2188,JOHANNESBURG
17194,SUNDOWNER UIT 60,2161,2188,JOHANNESBURG
17195,SUNDOWNER EXT 7,2161,2188,JOHANNESBURG
17196,SUNDOWNER UIT 7,2161,2188,JOHANNESBURG
17197,SUNDOWNER EXT 8,2161,2188,JOHANNESBURG
17198,SUNDOWNER UIT 8,2161,2188,JOHANNESBURG
17199,SUNDRA,2200,,WITBANK
17200,SUNDRIDGE,,6571,KNYSNA
17201,SUNDUMBILI,4491,4491,MANDENI
17202,SUNDUZWAYO,4105,,UMBUMBULU
17203,SUNDWANA,5460,,ELLIOT
17204,SUNDYSIDE,857,,-
17205,SUNFLOWER PARK,9735,,CLOCOLAN
17206,SUNFORD,,4068,PHOENIX
17207,SUNGATE,1760,1760,RANDFONTEIN
17208,SUNKIST EST,,7530,BELLVILLE
17209,SUNKIST LGD,,7530,BELLVILLE
17210,SUNLAND,6115,,ADDO
17211,SUNLANDS EST,,7780,KENWYN
17212,SUNLANDS LGD,,7780,KENWYN
17213,SUNNINGDALE,,7441,MILNERTON
17214,SUNNINGDALE,,2192,JOHANNESBURG
17215,SUNNINGDALE,4019,4051,DURBAN NORTH
17216,SUNNINGDALE,,3815,ESHOWE
17217,SUNNINGDALE 2,4019,,DURBAN NORTH
17218,SUNNINGDALE CLUSTER 1,4019,,
17219,SUNNINGDALE EXT 1,,2192,JOHANNESBURG
17220,SUNNINGDALE UIT 1,,2192,JOHANNESBURG
17221,SUNNINGDALE EXT 37,,2192,JOHANNESBURG
17222,SUNNINGDALE UIT 37,,2192,JOHANNESBURG
17223,SUNNINGDALE EXT 79,,2192,JOHANNESBURG
17224,SUNNINGDALE UIT 79,,2192,JOHANNESBURG
17225,SUNNINGDALE FERNLEA,4019,,DURBAN NORTH
17226,SUNNINGDALE PARK,2128,,JOHANNESBURG
17227,SUNNINGDALE RIDGE,,2192,JOHANNESBURG
17228,SUNNINGDALERIF,,2192,JOHANNESBURG
17229,SUNNINGDALE VILLAGE,,4051,DURBAN NORTH
17230,SUNNINGHILL,2157,2191,JOHANNESBURG
17231,SUNNINGHILL EXT 120,2157,2191,JOHANNESBURG
17232,SUNNINGHILL UIT 120,2157,2191,JOHANNESBURG
17233,SUNNINGHILL EXT 17,2157,2191,JOHANNESBURG
17234,SUNNINGHILL UIT 17,2157,2191,JOHANNESBURG
17235,SUNNINGHILL EXT 2,2157,2191,JOHANNESBURG
17236,SUNNINGHILL UIT 2,2157,2191,JOHANNESBURG
17237,SUNNINGHILL EXT 23,2157,2191,JOHANNESBURG
17238,SUNNINGHILL UIT 23,2157,2191,JOHANNESBURG
17239,SUNNINGHILL EXT 26,,2191,JOHANNESBURG
17240,SUNNINGHILL UIT 26,,2191,JOHANNESBURG
17241,SUNNINGHILL EXT 30,2157,2191,JOHANNESBURG
17242,SUNNINGHILL UIT 30,2157,2191,JOHANNESBURG
17243,SUNNINGHILL EXT 32,2157,2191,JOHANNESBURG
17244,SUNNINGHILL UIT 32,2157,2191,JOHANNESBURG
17245,SUNNINGHILL EXT 33,2157,2191,JOHANNESBURG
17246,SUNNINGHILL UIT 33,2157,2191,JOHANNESBURG
17247,SUNNINGHILL EXT 34,2157,2191,JOHANNESBURG
17248,SUNNINGHILL UIT 34,2157,2191,JOHANNESBURG
17249,SUNNINGHILL EXT 36,2157,2191,JOHANNESBURG
17250,SUNNINGHILL UIT 36,2157,2191,JOHANNESBURG
17251,SUNNINGHILL EXT 37,2157,2191,JOHANNESBURG
17252,SUNNINGHILL UIT 37,2157,2191,JOHANNESBURG
17253,SUNNINGHILL EXT 4,2157,2191,JOHANNESBURG
17254,SUNNINGHILL UIT 4,2157,2191,JOHANNESBURG
17255,SUNNINGHILL EXT 43,2157,2191,JOHANNESBURG
17256,SUNNINGHILL UIT 43,2157,2191,JOHANNESBURG
17257,SUNNINGHILL EXT 46,2157,2191,JOHANNESBURG
17258,SUNNINGHILL UIT 46,2157,2191,JOHANNESBURG
17259,SUNNINGHILL EXT 5,2157,2191,JOHANNESBURG
17260,SUNNINGHILL UIT 5,2157,2191,JOHANNESBURG
17261,SUNNINGHILL EXT 56,2157,2191,JOHANNESBURG
17262,SUNNINGHILL UIT 56,2157,2191,JOHANNESBURG
17263,SUNNINGHILL EXT 6,2157,2191,JOHANNESBURG
17264,SUNNINGHILL UIT 6,2157,2191,JOHANNESBURG
17265,SUNNINGHILL EXT 66,2157,2191,JOHANNESBURG
17266,SUNNINGHILL UIT 66,2157,2191,JOHANNESBURG
17267,SUNNINGHILL EXT 7,2157,2191,JOHANNESBURG
17268,SUNNINGHILL UIT 7,2157,2191,JOHANNESBURG
17269,SUNNINGHILL EXT 72,2157,2191,JOHANNESBURG
17270,SUNNINGHILL UIT 72,2157,2191,JOHANNESBURG
17271,SUNNINGHILL EXT 8,2157,2191,JOHANNESBURG
17272,SUNNINGHILL UIT 8,2157,2191,JOHANNESBURG
17273,SUNNINGHILL EXT 88,2157,2191,JOHANNESBURG
17274,SUNNINGHILL UIT 88,2157,2191,JOHANNESBURG
17275,SUNNINGHILL GARDENS,2157,2191,JOHANNESBURG
17276,SUNNINGHILL PARK,2157,2191,JOHANNESBURG
17277,SUNNINGHILL WEST,2072,2191,BRYANSTON
17278,SUNNINGHILL-WES,2072,2191,BRYANSTON
17279,SUNNINGVALE,4680,,HARDING
17280,SUNNY COVE,,7975,FISH HOEK
17281,SUNNY PARK,,4449,STANGER
17282,SUNNY PARK,,4126,AMANZIMTOTI
17283,SUNNYBRAE,,7700,NEWLANDS
17284,SUNNYDALE,,3815,ESHOWE
17285,SUNNYDALE,,7975,FISH HOEK
17286,SUNNYRIDGE,2940,,NEWCASTLE
17287,SUNNYRIDGE,,5201,EAST LONDON
17288,SUNNYRIDGE,,1401,GERMISTON
17289,SUNNYROCK,,1401,GERMISTON
17290,SUNNYSIDE,9585,,PARYS
17291,SUNNYSIDE,132,2,PRETORIA
17292,SUNNYSIDE,,6280,GRAAFF-REINET
17293,SUNNYSIDE,,7764,ATHLONE
17294,SUNNYSIDE,,3201,PIETERMARITZBURG
17295,SUNNYSIDE,,2092,JOHANNESBURG
17296,SUNNYSIDE,,6139,GRAHAMSTOWN
17297,SUNNYVALE,4680,,HARDING
17298,SUNRIDGE,,7441,TABLE VIEW
17299,SUNRIDGE EST,,7441,TABLE VIEW
17300,SUNRIDGE LGD,,7441,TABLE VIEW
17301,SUNRIDGE PARK,6008,6045,PORT ELIZABETH
17302,SUNRISE,1723,,-
17303,SUNRISE ON SEA,,5201,EAST LONDON
17304,SUNRISE PARK,1723,1725,ROODEPOORT
17305,SUNRISEPARK,1723,1725,ROODEPOORT
17306,SUNRISE PARK,308,308,RUSTENBURG
17307,SUNRISEPARK,308,308,RUSTENBURG
17308,SUNRISE PARK EXT 10,308,308,RUSTENBURG
17309,SUNRISEPARK UIT 10,308,308,RUSTENBURG
17310,SUNRISE PARK EXT 11,309,309,RUSTENBURG
17311,SUNRISEPARK UIT 11,309,309,RUSTENBURG
17312,SUNRISE PARK EXT 15,309,309,RUSTENBURG
17313,SUNRISEPARK UIT 15,309,309,RUSTENBURG
17314,SUNRISE PARK EXT 9,308,308,RUSTENBURG
17315,SUNRISEPARK UIT 9,308,308,RUSTENBURG
17316,SUNRISE VIEW,1435,1434,KATLEHONG
17317,SUNRISE VIEW EXT 20,,1434,KATLEHONG
17318,SUNRISE VIEW UIT 20,,1434,KATLEHONG
