id,SUBURB,BOX-CODE,STR-CODE,AREA
17319,SUNRISE VIEW EXT 3,,1434,KATLEHONG
17320,SUNRISE VIEW UIT 3,,1434,KATLEHONG
17321,SUNRISEVIEW,,9463,MOTSETHABONG
17322,SUNSET ACRES,,2196,JOHANNESBURG
17323,SUNSET BAY,,5201,EAST LONDON
17324,SUNSETBAAI,,5201,EAST LONDON
17325,SUNSET BEACH,7435,7441,MILNERTON
17326,SUNSET ESTATE,,7357,LANGEBAAN
17327,SUNSET LANDGOED,,7357,LANGEBAAN
17328,SUNSET SUPERMARKET,472,,SIYABUSWA
17329,SUNSET VIEW,9913,9913,TROMPSBURG
17330,SUNSETVION,,9913,TROMPSBURG
17331,SUNSHINE,4142,,CHATSWORTH
17332,SUNVALLEY,7985,7975,FISH HOEK
17333,SUNVALLEY,,1809,PIMVILLE
17334,SUNVALLEY,,1684,MIDRAND
17335,SUNWARD PARK,1470,1459,BOKSBURG
17336,SUNWARD PARK EXT 1,,1459,BOKSBURG
17337,SUNWARD PARK UIT 1,,1459,BOKSBURG
17338,SUNWARD PARK EXT 10,,1459,BOKSBURG
17339,SUNWARD PARK UIT 10,,1459,BOKSBURG
17340,SUNWARD PARK EXT 13,,1459,BOKSBURG
17341,SUNWARD PARK UIT 13,,1459,BOKSBURG
17342,SUNWARD PARK EXT 2,,1459,BOKSBURG
17343,SUNWARD PARK UIT 2,,1459,BOKSBURG
17344,SUNWARD PARK EXT 3,,1459,BOKSBURG
17345,SUNWARD PARK UIT 3,,1459,BOKSBURG
17346,SUNWARD PARK EXT 4,,1459,BOKSBURG
17347,SUNWARD PARK UIT 4,,1459,BOKSBURG
17348,SUNWARD PARK EXT 5,,1459,BOKSBURG
17349,SUNWARD PARK UIT 5,,1459,BOKSBURG
17350,SUNWARD PARK EXT 6,,1459,BOKSBURG
17351,SUNWARD PARK UIT 6,,1459,BOKSBURG
17352,SUNWARD PARK EXT 6B,,1459,BOKSBURG
17353,SUNWARD PARK UIT 6B,,1459,BOKSBURG
17354,SUNWICH PORT,4230,,ANERLEY
17355,SUPERBIA,759,699,POLOKWANE
17356,SUPERBIA EXT 20,,699,POLOKWANE
17357,SUPERBIA UIT 20,,699,POLOKWANE
17358,SUPINGSTAD,2886,2886,ZEERUST
17359,SURAYAVILLE,2940,,NEWCASTLE
17360,SURIYA HEIGHTS,,4339,VERULAM
17361,SURPRISE FARM,,3610,
17362,SURREY EST,,7764,ATHLONE
17363,SURREY LGD,,7764,ATHLONE
17364,SURWELL,7762,7764,GATESVILLE
17365,SUSWE,612,,POTGIETERSRUS
17366,SUTELONG,507,,TEMBA
17367,SUTHERLAND,6920,6920,-
17368,SUTHERLAND STREET,2940,,NEWCASTLE
17369,SUURBEKOM,1787,1779,WESTONARIA
17370,SUURBEKOM PLOTS,,1779,WESTONARIA
17371,SUURBRAAK,6743,,SWELLENDAM
17372,SUURGOUD,1784,,WESTONARIA
17373,SUURMAN,428,407,TEMBA
17374,SUURMAN SECTION 4,428,407,TEMBA
17375,SUURMAN SEKSIE 4,428,407,TEMBA
17376,SW 1,,1911,VANDERBIJLPARK
17377,SW 2,,1911,VANDERBIJLPARK
17378,SW 3,,1911,VANDERBIJLPARK
17379,SW 4,,1911,VANDERBIJLPARK
17380,SW 5,,1911,VANDERBIJLPARK
17381,SW 5 EXT 1,,1911,VANDERBIJLPARK
17382,SW 5 UIT 1,,1911,VANDERBIJLPARK
17383,SW 6,,1911,VANDERBIJLPARK
17384,SW 7,,1911,VANDERBIJLPARK
17385,SWAARTBOOISTAD,418,418,TEMBA
17386,SWAARTFONTEIN,2887,,ZEERUST
17387,SWALALA,1254,,WHITE RIVER
17388,SWALESTOWN,,4133,ISIPINGO
17389,SWAMP,3227,,IMPENDLE
17390,SWANEVILLE,,1754,
17391,SWANI RIDGE,4810,,FLAGSTAFF
17392,SWART-MFOLOZI,3115,,VRYHEID
17393,SWARTBERG,4710,,KOKSTAD
17394,SWARTBOOISTAD,418,418,TEMBA
17395,SWARTDAM,405,405,HAMMANSKRAAL
17396,SWARTFONTEIN,2887,,ZEERUST
17397,SWARTKLIP,,7785,MITCHELLS PLAIN
17398,SWARTKLIP,370,370,SWARTKLIP
17399,SWARTKOP,,8809,UPINGTON
17400,SWARTKOP EXT 8,51,157,CENTURION
17401,SWARTKOP UIT 8,51,157,CENTURION
17402,SWARTKOPS,6209,6210,PORT ELIZABETH
17403,SWARTKOPS,1747,1739,MULDERSDRIF
17404,SWARTKOPS VALLEY,,6210,SWARTKOPS
17405,SWARTRUGGENS,2835,2835,SWARTRUGGENS
17406,SWARTWATER,622,,POTGIETERSRUS
17407,SWAVELPOORT,36,81,PRETORIA
17408,SWAYIMANE,3233,,WARTBURG
17409,SWAZI SECTION,2500,2499,CARLETONVILLE
17410,SWEET VALLEY,,7945,BERGVLIET
17411,SWEET WATERS,1876,,WALKERVILLE
17412,SWEETWATER,5600,5601,KING WILLIAMS TOWN
17413,SWEETWATERS,3200,3201,PIETERMARITZBURG
17414,SWELLENDAM,6740,6740,SWELLENDAM
17415,SWEMPOORT,5435,,DORDRECHT
17416,SWINBURNE,9883,,HARRISMITH
17417,SYBELLA,1698,,-
17418,SYBRAND VAN NIEKERK PARK,,1961,MEYERTON
17419,SYBRANDPARK,,7700,RONDEBOSCH
17420,SYDENHAM,,4091,DURBAN
17421,SYDENHAM,,6001,PORT ELIZABETH
17422,SYDENHAM,,2192,JOHANNESBURG
17423,SYDENHAM EAST,,2192,JOHANNESBURG
17424,SYDENHAM-OOS,,2192,JOHANNESBURG
17425,SYDNEYVALE,,7490,LAVISTOWN
17426,SYFERBULT,332,,RUSTENBURG
17427,SYFERKUIL,,483,BELA-BELA
17428,SYMHURST,,1401,GERMISTON
17429,SYMHURST EXT,,1401,GERMISTON
17430,SYMHURST UIT,,1401,GERMISTON
17431,SYMRIDGE,1420,1401,GERMISTON
17432,T SECTION,,2499,CARLETONVILLE
17433,TAAIBOS,718,,RADITSHABA
17434,TABANKULU,5130,5130,TABANKULU
17435,TABASE,5108,,MTHATHA
17436,TABLE BAY HARBOUR,,8001,CAPE TOWN
17437,TAFELBAAIHAWE,,8001,CAPE TOWN
17438,TABLE MOUNTAIN,3233,,WARTBURG
17439,TABLE VIEW,7439,7441,CAPE TOWN
17440,TABLE VIEW EXT 10,,7441,TABLE VIEW
17441,TABLE VIEW UIT 10,,7441,TABLE VIEW
17442,TABLE VIEW EXT 12,,7441,TABLE VIEW
17443,TABLE VIEW UIT 12,,7441,TABLE VIEW
17444,TABLE VIEW EXT 5,,7441,TABLE VIEW
17445,TABLE VIEW UIT 5,,7441,TABLE VIEW
17446,TABLE VIEW EXT 8,,7441,TABLE VIEW
17447,TABLE VIEW UIT 8,,7441,TABLE VIEW
17448,TADCASTER,8560,,JAN KEMPDORP
17449,TAFELEHASHI,5080,,MQANDULI
17450,TAFELKOP,474,,BOLEU
17451,TAFELSIG,,7785,MITCHELLS PLAIN
17452,TAFELSIG,,7300,MALMESBURY
17453,TAFENI,5380,,COFIMVABA
17454,TAFILE,,5319,QUEENSTOWN
17455,TAFTA PARK,4146,,MALVERN
17456,TAKAZIDRIF,4982,,KENTANI
17457,TALANA,3023,,DUNDEE
17458,TALBOT PARK,,1459,BOKSBURG
17459,TALBOTON,,2192,JOHANNESBURG
17460,TALBOTPARK,,1459,BOKSBURG
17461,TALEMOFU,5080,,MQANDULI
17462,TALENI,5021,5021,IDUTYWA
17463,TAMARA,5614,,KING WILLIAM'S TOWN
17464,TAMARA PARK,,157,CENTURION
17465,TAMBO,,1779,WESTONARIA
17466,TAMBO 1,,6241,UITENHAGE
17467,TAMBO 2,,6241,UITENHAGE
17468,TAMBO SQUARE,,9323,GA-SEHUNELO
17469,TAMBO VILLAGE,,7750,GUGULETU
17470,TAMBOERSKLOOF,,8001,CAPE TOWN
17471,TAMBOVILLE,3200,,PIETERMARITZBURG
17472,TAMBOVILLE,1689,1693,TEMBISA
17473,TAMBOVILLE,1516,,BENONI
17474,TAMPOSTAD,2890,,ZEERUST
17475,TAMSUI INDUSTRIA,,6529,GEORGE
17476,TANTJI,,6139,GRAHAMSTOWN
17477,TARA,,7550,DURBANVILLE
17478,TARENTAALRAND,859,,TZANEEN
17479,TARKASTAD,5370,5370,TARKASTAD
17480,TARLTON,1749,1739,KRUGERSDORP
17481,TASAKANI,1360,1360,BUSHBUCKRIDGE
17482,TASBET PARK,1040,1034,WITBANK
17483,TASBET PARK EXT,1040,1034,WITBANK
17484,TASBET PARK UIT,1040,1034,WITBANK
17485,TASBET PARK EXT 1,1040,1034,WITBANK
17486,TASBET PARK UIT 1,1040,1034,WITBANK
17487,TASBET PARK EXT 12,1035,1034,WITBANK
17488,TASBET PARK UIT 12,1035,1034,WITBANK
17489,TASBET PARK EXT 2,1040,1034,WITBANK
17490,TASBET PARK UIT 2,1040,1034,WITBANK
17491,TASBET PARK EXT 3,1040,1034,WITBANK
17492,TASBET PARK UIT 3,1040,1034,WITBANK
17493,TASBET PARK EXT 6,,1034,WITBANK
17494,TASBET PARK UIT 6,,1034,WITBANK
17495,TAUEATSWALA,660,,POTGIETERSRUS
17496,TAULOME,912,,POLOKWANE
17497,TAUNG,8584,8584,TAUNG
17498,TAUNG EXT 6,8580,8580,TAUNG
17499,TAUNG UIT 6,8580,8580,TAUNG
17500,TAUNG STATION,8580,8580,TAUNG STASIE
17501,TAYBANK,,6025,PORT ELIZABETH
17502,TAYLERVILLE,,4740,MALUTI
17503,TAYLORPARK,,1949,ZAMDELA
17504,TAYLORPARK EXT 3,,1949,ZAMDELA
17505,TAYLORPARK UIT 3,,1949,ZAMDELA
17506,TAYLORS HALT,3315,,HOWICK
17507,TEANONG,,1632,TEMBISA
17508,TEANONG EXT 5,,1632,TEMBISA
17509,TEANONG UIT 5,,1632,TEMBISA
17510,TECHNICAL COLLEGE,4240,,PORT SHEPSTONE
17511,TECOMA,5214,,EAST LONDON
17512,TEDSTONEVILLE,,1428,GERMISTON
17513,TEHUIS 1 - 3,4089,,UMLAZI
17514,TEISIESVILLE,9982,,LUCKHOFF
17515,TEKBASE,,157,PRETORIA
17516,TELE BRIDGE,9769,,-
17517,TELEFUN QUIZ,2004,,JOHANNESBURG
17518,TELKOM PLACE,12,,PRETORIA
17519,TEMBA,407,407,TEMBA
17520,TEMBA BLOCK C,,407,TEMBA
17521,TEMBA BLOK C,,407,TEMBA
17522,TEMBA EXT 1,,407,TEMBA
17523,TEMBA UIT 1,,407,TEMBA
17524,TEMBA EXT 2,,407,TEMBA
17525,TEMBA UIT 2,,407,TEMBA
17526,TEMBA EXT 6,,407,TEMBA
17527,TEMBA UIT 6,,407,TEMBA
17528,TEMBA UNIT 1,,407,TEMBA
17529,TEMBA EENHEID 1,,407,TEMBA
17530,TEMBA UNIT 2,,407,TEMBA
17531,TEMBA EENHEID 2,,407,TEMBA
17532,TEMBA UNIT 3,,407,TEMBA
17533,TEMBA EENHEID 3,,407,TEMBA
17534,TEMBA UNIT 4,,407,TEMBA
17535,TEMBA EENHEID 4,,407,TEMBA
17536,TEMBA UNIT 6,,407,TEMBA
17537,TEMBA EENHEID 6,,407,TEMBA
17538,TEMBA UNIT 7,,407,TEMBA
17539,TEMBA EENHEID 7,,407,TEMBA
17540,TEMBA UNIT 7A,,407,HAMMANSKRAAL
17541,TEMBA EENHEID 7A,,407,HAMMANSKRAAL
17542,TEMBA UNIT D,,407,TEMBA
17543,TEMBA EENHEID D,,407,TEMBA
17544,TEMBANI,,7655,MBEKWENI
17545,TEMBANI,,7784,KHAYELITSHA
17546,TEMBELIHLE,1821,1827,LENASIA
17547,TEMBISA,1628,1632,KEMPTON PARK
17548,TEMBISA,,2351,ERMELO
17549,TEMBISA EXT 1,1635,1632,TEMBISA
17550,TEMBISA UIT 1,1635,1632,TEMBISA
17551,TEMBISA EXT 10,,1632,TEMBISA
17552,TEMBISA UIT 10,,1632,TEMBISA
17553,TEMBISA EXT 11,,1632,TEMBISA
17554,TEMBISA UIT 11,,1632,TEMBISA
17555,TEMBISA EXT 12,,1632,TEMBISA
17556,TEMBISA UIT 12,,1632,TEMBISA
17557,TEMBISA EXT 2,1635,1632,TEMBISA
17558,TEMBISA UIT 2,1635,1632,TEMBISA
17559,TEMBISA EXT 23,,1632,TEMBISA
17560,TEMBISA UIT 23,,1632,TEMBISA
17561,TEMBISA EXT 26,,1632,TEMBISA
17562,TEMBISA UIT 26,,1632,TEMBISA
17563,TEMBISA EXT 3,,1632,TEMBISA
17564,TEMBISA UIT 3,,1632,TEMBISA
17565,TEMBISA EXT 4,,1632,TEMBISA
17566,TEMBISA UIT 4,,1632,TEMBISA
17567,TEMBISA EXT 5,,1632,TEMBISA
17568,TEMBISA UIT 5,,1632,TEMBISA
17569,TEMBISA EXT 6,1685,1632,TEMBISA
17570,TEMBISA UIT 6,1685,1632,TEMBISA
17571,TEMBISA NORTH,1634,,KEMPTON PARK
17572,TEMBISA-NOORD,1634,,KEMPTON PARK
17573,TEMBISA SOUTH,1640,,TEMBISA
17574,TEMBISA-SUID,1640,,TEMBISA
17575,TEMBISA ZONE 8,1685,1632,TEMBISA
17576,TEMBISA SONE 8,1685,1632,TEMBISA
17577,TEMBOVILLE,407,,TEMBA
17578,TEMONG SECTION,,1632,TEMBISA
17579,TEMONG SEKSIE,,1632,TEMBISA
17580,TEMPE,9300,9300,BLOEMFONTEIN
17581,TEMPLE VALLEY,,4339,VERULAM
17582,TEN ACRES,,1759,RANDFONTEIN
17583,TENDELA,3300,,MOOI RIVER
17584,TENNANTVILLE,,7600,STELLENBOSCH
17585,TERENURE,,1619,KEMPTON PARK
17586,TERENURE EXT 1,,1619,KEMPTON PARK
17587,TERENURE UIT 1,,1619,KEMPTON PARK
17588,TERENURE EXT 13,,1619,KEMPTON PARK
17589,TERENURE UIT 13,,1619,KEMPTON PARK
17590,TERENURE EXT 14,,1619,KEMPTON PARK
17591,TERENURE UIT 14,,1619,KEMPTON PARK
17592,TERENURE EXT 15,,1619,KEMPTON PARK
17593,TERENURE UIT 15,,1619,KEMPTON PARK
17594,TERENURE EXT 16,,1619,KEMPTON PARK
17595,TERENURE UIT 16,,1619,KEMPTON PARK
17596,TERENURE EXT 19,,1619,KEMPTON PARK
17597,TERENURE UIT 19,,1619,KEMPTON PARK
17598,TERENURE EXT 20,,1619,KEMPTON PARK
17599,TERENURE UIT 20,,1619,KEMPTON PARK
17600,TERENURE EXT 21,,1619,KEMPTON PARK
17601,TERENURE UIT 21,,1619,KEMPTON PARK
17602,TERENURE EXT 25,,1619,KEMPTON PARK
17603,TERENURE UIT 25,,1619,KEMPTON PARK
17604,TERENURE EXT 29,,1619,KEMPTON PARK
17605,TERENURE UIT 29,,1619,KEMPTON PARK
17606,TERENURE EXT 3,,1619,KEMPTON PARK
17607,TERENURE UIT 3,,1619,KEMPTON PARK
17608,TERENURE EXT 32,,1619,KEMPTON PARK
17609,TERENURE UIT 32,,1619,KEMPTON PARK
17610,TERENURE EXT 59,1620,1619,KEMPTON PARK
17611,TERENURE UIT 59,1620,1619,KEMPTON PARK
17612,TERENURE EXT 6,,1619,KEMPTON PARK
17613,TERENURE UIT 6,,1619,KEMPTON PARK
17614,TERENURE EXT 7,,1619,KEMPTON PARK
17615,TERENURE UIT 7,,1619,KEMPTON PARK
17616,TERENURE EXT 74,,1609,KEMPTON PARK
17617,TERENURE UIT 74,,1609,KEMPTON PARK
17618,TERENURE EXT 8,,1619,KEMPTON PARK
17619,TERENURE UIT 8,,1619,KEMPTON PARK
17620,TERESA,9758,,TERESA
17621,TESSELAARSDAL,,7230,CALEDON
17622,THABA BOSIU,9869,,WITSIESHOEK
17623,THABA NCHU,9780,9780,THABA NCHU
17624,THABA PHATSHWA,9771,,GA-RAPULANA
17625,THABA TSHWANE,143,187,PRETORIA
17626,THABABUSIHO,9869,,WITSIESHOEK
17627,THABAKGONE,727,,BOYNE
17628,THABANA TSHOANA,9869,,WITSIESHOEK
17629,THABANA TSOANA,9869,,WITSIESHOEK
17630,THABAND VILLAGE,472,,SIYABUSWA
17631,THABANENG,1807,,ORLANDO
17632,THABATLOU,1271,,GRASKOP
17633,THABAZIMBI,380,387,THABAZIMBI
17634,THABENG,9600,,SENEKAL
17635,THABO MBEKI,,9323,GA-SEHUNELO
17636,THABONG,8930,,NIEKERKSHOOP
17637,THABONG,9478,9463,MOTSETHABONG
17638,THABONG,9870,,WITSIESHOEK
17639,THABONG EAST,9474,,
17640,THABONG-OOS,9474,,
17641,THAFALOFEFE,4960,,BUTTERWORTH
17642,THAFAMASI,4343,,VERULAM
17643,THALMAN EST,,7530,BELLVILLE
17644,THALMAN LGD,,7530,BELLVILLE
17645,THAMAGANE,918,,-
17646,THAMBO,9600,,SENEKAL
17647,THANDABANTU,2860,,-
17648,THANDANANI,4089,,UMLAZI
17649,THANDOKUHLE,4106,,UMBUMBULU
17650,THAPELO,353,,RUSTENBURG
17651,THATCHFIELD,157,157,CENTURION
17652,THE AKKERS,,7530,BELLVILLE
17653,DIE AKKERS,,7530,BELLVILLE
17654,THE AVENUES,,7490,MATROOSFONTEIN
17655,THE BOULDERS,,7975,SIMON'S TOWN
17656,THE BRIDGE,6032,,PORT ELIZABETH
17657,THE BROOK,2334,,ERMELO
17658,THE CONIFERS,,7100,EERSTE RIVER
17659,THE CRAGS,6602,6602,PLETTENBERG BAY
17660,THE CREST,,7550,DURBANVILLE
17661,THE DUNCAN VILLAGE,5216,5209,EAST LONDON
17662,THE DUNCAN VILLAGE EXT,,5209,EAST LONDON
17663,THE DUNCAN VILLAGE UIT,,5209,EAST LONDON
17664,THE FALLS,1522,,BENONI
17665,THE FARM,,7785,MITCHELLS PLAIN
17666,THE FIG TREE,6033,,PORT ELIZABETH
17667,THE GARDENS,,2192,ORANGE GROVE
17668,THE GARDENS,4019,,DURBAN NORTH
17669,THE HAGUE,,7100,EERSTE RIVER
17670,THE HAVEN,5072,,ELLIOTDALE
17671,THE HEADS,,6571,KNYSNA
17672,THE HILL,,6525,GREAT BRAK RIVER
17673,DIE HEUWEL,,6525,GREAT BRAK RIVER
17674,THE HILL,,2197,JOHANNESBURG
17675,THE HILL EXT 1,,2197,JOHANNESBURG
17676,THE HILL UIT 1,,2197,JOHANNESBURG
17677,THE HILL EXT 11,,2197,JOHANNESBURG
17678,THE HILL UIT 11,,2197,JOHANNESBURG
17679,THE HILL EXT 2,,2197,JOHANNESBURG
17680,THE HILL UIT 2,,2197,JOHANNESBURG
17681,THE HILL EXT 4,,2197,JOHANNESBURG
17682,THE HILL UIT 4,,2197,JOHANNESBURG
17683,THE HILL EXT 7,,2197,JOHANNESBURG
17684,THE HILL UIT 7,,2197,JOHANNESBURG
17685,THE HILL EXT 8,,2197,JOHANNESBURG
17686,THE HILL UIT 8,,2197,JOHANNESBURG
17687,THE HILL EXT 9,,2197,JOHANNESBURG
17688,THE HILL UIT 9,,2197,JOHANNESBURG
17689,THE ISLAND,7500,7500,PAROW
17690,THE ISLAND,,6525,GREAT BRAK RIVER
17691,DIE EILAND,,6525,GREAT BRAK RIVER
17692,THE ISLANDS,7500,7500,PAROW
17693,THE LAKES,1735,,ROODEPOORT
17694,THE LAKES,,7975,FISH HOEK
17695,THE LEAGUES,,7785,MITCHELLS PLAIN
17696,THE OAKS,4147,4092,MALVERN
17697,THE OAKS,1384,,HOEDSPRUIT
17698,THE OAKS,7530,7530,BELLVILLE
17699,THE ORCHARDS,201,182,BOORDFONTEIN
17700,THE ORCHARDS EXT 10,200,182,ROSSLYN
17701,THE ORCHARDS UIT 10,200,182,ROSSLYN
17702,THE ORCHARDS EXT 11,200,182,ROSSLYN
17703,THE ORCHARDS UIT 11,200,182,ROSSLYN
17704,THE ORCHARDS EXT 13,200,182,ROSSLYN
17705,THE ORCHARDS UIT 13,200,182,ROSSLYN
17706,THE ORCHARDS EXT 16,200,182,ROSSLYN
17707,THE ORCHARDS UIT 16,200,182,ROSSLYN
17708,THE ORCHARDS EXT 17,200,182,ROSSLYN
17709,THE ORCHARDS UIT 17,200,182,ROSSLYN
17710,THE ORCHARDS EXT 2,200,182,ROSSLYN
17711,THE ORCHARDS UIT 2,200,182,ROSSLYN
17712,THE ORCHARDS EXT 21,200,182,ROSSLYN
17713,THE ORCHARDS UIT 21,200,182,ROSSLYN
17714,THE ORCHARDS EXT 24,201,182,ROSSLYN
17715,THE ORCHARDS UIT 24,201,182,ROSSLYN
17716,THE ORCHARDS EXT 3,200,182,ROSSLYN
17717,THE ORCHARDS UIT 3,200,182,ROSSLYN
17718,THE ORCHARDS EXT 30,,182,ROSSLYN
17719,THE ORCHARDS UIT 30,,182,ROSSLYN
17720,THE ORCHARDS EXT 31,201,182,ROSSLYN
17721,THE ORCHARDS UIT 31,201,182,ROSSLYN
17722,THE ORCHARDS EXT 33,200,182,ROSSLYN
17723,THE ORCHARDS UIT 33,200,182,ROSSLYN
17724,THE ORCHARDS EXT 36,116,182,ROSSLYN
17725,THE ORCHARDS UIT 36,116,182,ROSSLYN
17726,THE ORCHARDS EXT 46,,182,ROSSLYN
17727,THE ORCHARDS UIT 46,,182,ROSSLYN
17728,THE ORCHARDS EXT 47,116,182,ROSSLYN
17729,THE ORCHARDS UIT 47,116,182,ROSSLYN
17730,THE ORCHARDS EXT 48,116,182,ROSSLYN
17731,THE ORCHARDS UIT 48,116,182,ROSSLYN
17732,THE ORCHARDS EXT 5,200,182,ROSSLYN
17733,THE ORCHARDS UIT 5,200,182,ROSSLYN
17734,THE ORCHARDS EXT 6,200,182,ROSSLYN
17735,THE ORCHARDS UIT 6,200,182,ROSSLYN
17736,THE ORCHARDS EXT 84,116,182,ROSSLYN
17737,THE ORCHARDS UIT 84,116,182,ROSSLYN
17738,THE ORCHARDS EXT 85,200,182,ROSSLYN
17739,THE ORCHARDS UIT 85,200,182,ROSSLYN
17740,THE ORCHARDS EXT 9,200,182,ROSSLYN
17741,THE ORCHARDS UIT 9,200,182,ROSSLYN
17742,THE PALMS,,7530,BELLVILLE
17743,THE PINES,,7530,BELLVILLE
17744,THE RANGE,,7490,MATROOSFONTEIN
17745,THE REEDS,61,157,PRETORIA
17746,THE REEDS,158,157,PRETORIA
17747,THE REEDS EXT 10,158,157,THE REEDS
17748,THE REEDS UIT 10,158,157,THE REEDS
17749,THE REEDS EXT 14,158,157,THE REEDS
17750,THE REEDS UIT 14,158,157,THE REEDS
17751,THE REEDS EXT 15,158,157,THE REEDS
17752,THE REEDS UIT 15,158,157,THE REEDS
17753,THE REEDS EXT 19,158,157,THE REEDS
17754,THE REEDS UIT 19,158,157,THE REEDS
17755,THE REEDS EXT 2,158,157,THE REEDS
17756,THE REEDS UIT 2,158,157,THE REEDS
17757,THE REEDS EXT 20,158,157,THE REEDS
17758,THE REEDS UIT 20,158,157,THE REEDS
17759,THE REEDS EXT 3,158,157,THE REEDS
17760,THE REEDS UIT 3,158,157,THE REEDS
17761,THE REEDS EXT 45,61,158,CENTURION
17762,THE REEDS UIT 45,61,158,CENTURION
17763,THE REEDS EXT 5,158,157,THE REEDS
17764,THE REEDS UIT 5,158,157,THE REEDS
17765,THE REEDS EXT 6,158,157,THE REEDS
17766,THE REEDS UIT 6,158,157,THE REEDS
17767,THE REEDS EXT 9,158,157,THE REEDS
17768,THE REEDS UIT 9,158,157,THE REEDS
17769,THE RIDGE,,7441,BLOUBERGSTRAND
17770,THE RIDGE,4134,,SHALLCROSS
17771,THE RIDGE,,7600,STELLENBOSCH
17772,THE RIVER HAMLET,,7441,MILNERTON
17773,THE SIDE,,7357,LANGEBAAN
17774,THE SQUARE,4021,,UMHLANGA ROCKS
17775,THE STEWARDS,,1501,BENONI
17776,THE TRAMSHED,126,,PRETORIA
17777,DIE TREMLOODS,126,,PRETORIA
17778,THE VILLAGE,1218,,NELSPRUIT
17779,THE VINES EST,,7806,CONSTANTIA
17780,THE VINES LGD,,7806,CONSTANTIA
17781,THE WILLOWS,41,81,PRETORIA
17782,DIE WILGERS,41,81,PRETORIA
17783,THE WILLOWS EXT 1,41,81,PRETORIA
17784,DIE WILGERS UIT 1,41,81,PRETORIA
17785,THE WILLOWS EXT 13,41,81,PRETORIA
17786,DIE WILGERS UIT 13,41,81,PRETORIA
17787,THE WILLOWS EXT 15,41,81,PRETORIA
17788,DIE WILGERS UIT 15,41,81,PRETORIA
17789,THE WILLOWS EXT 17,41,81,PRETORIA
17790,DIE WILGERS UIT 17,41,81,PRETORIA
17791,THE WILLOWS EXT 19,,81,PRETORIA
17792,DIE WILGERS UIT 19,,81,PRETORIA
17793,THE WILLOWS EXT 28,41,81,PRETORIA
17794,DIE WILGERS UIT 28,41,81,PRETORIA
17795,THE WILLOWS EXT 5,41,81,PRETORIA
17796,DIE WILGERS UIT 5,41,81,PRETORIA
17797,THE WILLOWS EXT 51,41,81,PRETORIA
17798,DIE WILGERS UIT 51,41,81,PRETORIA
17799,THE WILLOWS EXT 64,41,81,PRETORIA
17800,DIE WILGERS UIT 64,41,81,PRETORIA
17801,THE WILLOWS EXT 9,41,81,PRETORIA
17802,DIE WILGERS UIT 9,41,81,PRETORIA
17803,THE WOLDS,,3610,PINETOWN
17804,THEESCOMBE,,6070,PORT ELIZABETH
17805,THEMBALELHE,,9835,VREDE
17806,THEMBALESIZWE,,6270,ABERDEEN
17807,THEMBALETHU,6545,6529,GEORGE
17808,THEMBALETHU,2627,,ORKNEY
17809,THEMBALETHU,1949,,SASOLBURG
17810,THEMBALETHU,,1022,KWAMHLANGA
17811,THEMBALETHU ZONE 1,,6529,GEORGE
17812,THEMBALETHU SONE 1,,6529,GEORGE
17813,THEMBALETHU ZONE 2,,6529,GEORGE
17814,THEMBALETHU SONE 2,,6529,GEORGE
17815,THEMBALETHU ZONE 3,,6529,GEORGE
17816,THEMBALETHU SONE 3,,6529,GEORGE
17817,THEMBALETHU ZONE 4,,6529,GEORGE
17818,THEMBALETHU SONE 4,,6529,GEORGE
17819,THEMBALETHU ZONE 5,,6529,GEORGE
17820,THEMBALETHU SONE 5,,6529,GEORGE
17821,THEMBALETHU ZONE 6,,6529,GEORGE
17822,THEMBALETHU SONE 6,,6529,GEORGE
17823,THEMBALETHU ZONE 7,,6529,GEORGE
17824,THEMBALETHU SONE 7,,6529,GEORGE
17825,THEMBALETHU ZONE 8,,6529,GEORGE
17826,THEMBALETHU SONE 8,,6529,GEORGE
17827,THEMBALETHU ZONE 9,,6529,GEORGE
17828,THEMBALETHU SONE 9,,6529,GEORGE
17829,THEMBALIHLE,4363,,DURMAIL 2
17830,THEMBALIHLE,,3201,PIETERMARITZBURG
17831,THEMBALIHLE,,9835,VREDE
17832,THEMBALIHLE,1821,,LENASIA
17833,THEMBALIHLE EXT 9,1821,,LENASIA
17834,THEMBALIHLE UIT 9,1821,,LENASIA
17835,THEMBENI,4342,,NDWEDWE
17836,THEMBENI,3937,,HLABISA
17837,THEMBENI WARD 12,4454,,STANGER
17838,THEMBENI WYK 12,4454,,STANGER
17839,THEMBINKOSI,8770,,PETRUSVILLE
17840,THEMBISA,,1055,MIDDELBURG
17841,THEODON,1440,,HEIDELBERG
17842,THEOVILLE,,1911,VANDERBIJLPARK
17843,THERESAPARK,155,182,PRETORIA
17844,THERESAPARK EXT 1,155,182,THERESAPARK
17845,THERESAPARK UIT 1,155,182,THERESAPARK
17846,THERESAPARK EXT 11,,182,THERESAPARK
17847,THERESAPARK UIT 11,,182,THERESAPARK
17848,THERESAPARK EXT 14,,182,THERESAPARK
17849,THERESAPARK UIT 14,,182,THERESAPARK
17850,THERESAPARK EXT 15,155,182,THERESAPARK
17851,THERESAPARK UIT 15,155,182,THERESAPARK
17852,THERESAPARK EXT 2,155,182,THERESAPARK
17853,THERESAPARK UIT 2,155,182,THERESAPARK
